,Male,Female,unmarried,Married_x,Independent,1Dependent,2Dependents,3+Dependents,Graduate,Ungraduate,Not_Self_Employed,Self_Employed_x,Rural,Semiurban,Urban,Unnamed: 0,Gender,Married_y,Dependents,Education,Self_Employed_y,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
84,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,90,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,1
85,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,91,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,1
86,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,92,1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2,1
87,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,93,1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1,1
88,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,94,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1,1
89,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,96,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1,1
90,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,97,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,1
91,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,98,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1,1
92,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,99,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1,1
93,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,100,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2,1
94,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,101,1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1,1
95,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,103,1,1,0,0,0,4652,3583.0,146.41216216216216,360.0,1.0,1,1
96,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,105,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2,1
97,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,106,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2,1
98,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,108,1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2,0
99,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,109,1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1,1
100,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,110,1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2,1
101,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,112,1,1,0,1,0,3572,4114.0,152.0,360.0,0.0,0,0
102,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,113,0,0,1,0,1,7451,0.0,146.41216216216216,360.0,1.0,1,1
103,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,115,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,1
104,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,116,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,1
105,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,117,1,1,1,0,0,2214,1398.0,85.0,360.0,1.0,2,1
106,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,118,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0,0
107,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,119,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2,1
108,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,121,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,1
109,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,122,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,1
110,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,123,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,1
111,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,124,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0,1
112,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,125,0,0,0,0,0,3692,0.0,93.0,360.0,1.0,0,1
113,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,127,1,0,0,0,0,3865,1640.0,146.41216216216216,360.0,1.0,0,1
114,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,128,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,0
115,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,129,1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0,0
116,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,130,1,0,0,0,1,20166,0.0,650.0,480.0,1.0,2,1
117,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,131,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2,1
118,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,132,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,1
119,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,133,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,1
120,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,134,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,1
121,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,135,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,0
122,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,136,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0,0
123,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,137,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,1
124,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,138,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,0
125,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,139,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0,0
126,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,140,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0,0
127,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,141,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2,1
128,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,142,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,1
129,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,143,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,1
130,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,144,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2,1
131,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,145,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,1
132,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,146,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,1
133,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,147,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,1
134,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,148,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0,0
135,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,149,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,1
136,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,150,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0,0
137,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,151,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0,1
138,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,152,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2,0
139,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,153,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0,0
140,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,154,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,1
141,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,155,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,1
142,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,156,1,1,1,0,0,6000,0.0,160.0,360.0,1.0,0,1
143,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,157,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,1
144,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,159,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,1
145,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,160,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,1
146,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,161,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,0
147,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,162,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,0
148,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,163,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,1
149,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,164,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,1
150,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,165,1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,0,1
151,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,166,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,0
152,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,167,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,1
153,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,168,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,0
154,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,169,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,1
155,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,172,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,0
156,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,173,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,1
157,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,174,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,0
158,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,175,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,1
159,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,176,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,1
160,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,177,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,0
161,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,178,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,1
162,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,179,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,0
163,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,180,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,0
164,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,181,1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,0,0
165,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,182,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,1
166,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,183,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,0
167,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,184,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,1
168,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,185,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,1
169,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,186,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,0
170,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,187,1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,0,1
171,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,189,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,1
172,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,190,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,1
173,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,191,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,0
174,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,192,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,0
175,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,193,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,1
176,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,194,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,1
177,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,195,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,0
178,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,196,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,1
179,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,197,0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2,1
180,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,198,0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,1,1
181,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,199,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,0
182,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,200,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1
183,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,201,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,1
184,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,202,1,1,3,1,0,3992,0.0,146.41216216216216,180.0,1.0,2,0
185,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,203,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,1
186,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,204,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,1
187,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,205,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,1
188,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,206,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,1
189,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,207,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,1
190,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,208,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,1
191,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,209,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,0
192,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,210,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,0
193,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,211,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,0
194,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,212,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,1
195,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,213,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,1
196,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,214,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,1
197,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,215,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,1
198,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,216,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,0
199,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,217,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,1
200,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,219,0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1,1
